key,value
"(45, 9)","{'super area title': 'Kathban Albahr Desert', 'description': 'As the sun dips below the horizon, the dunes are painted in shades of deep orange and dusky pink. Each crest and trough is sculpted by the wind, creating an undulating sea of sand that shimmers under the relentless sun. \n                                  The grains of sand are warm to the touch, and the air is heavy with the dry, earthy scent of the desert. The sky above is a brilliant blue canvas, and the sun bathes the scene in a warm, golden light that casts long shadows across the desert floor. ', 'title': 'Kathban Albahr Desert-desert', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '2'}"
"(45, 10)","{'super area title': 'Kathban Albahr Desert', 'description': 'The sand gives way to a vast, flat expanse where grains are swept into intricate patterns by the constant wind. Each crest and trough is sculpted by the wind, creating an undulating sea of sand that shimmers under the relentless sun. \n                                  The grains of sand are warm to the touch, and the air is heavy with the dry, earthy scent of the desert. The solitude is both breathtaking and humbling, \n                                  a vast expanse that holds secrets buried beneath the shifting sands of the Kathban Albahr desert. ', 'title': 'Kathban Albahr Desert-desert', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '2'}"
"(45, 11)","{'super area title': 'Kathban Albahr Desert', 'description': 'As far as the eye can see, rolling dunes stretch across the horizon like waves frozen in time. Each crest and trough is sculpted by the wind, creating an undulating sea of sand that shimmers under the relentless sun. \n                                  The grains of sand are warm to the touch, and the air is heavy with the dry, earthy scent of the desert. The sky above is a brilliant blue canvas, and the sun bathes the scene in a warm, golden light that casts long shadows across the desert floor. ', 'title': 'Kathban Albahr Desert-desert', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '2'}"
"(45, 12)","{'super area title': 'South Cyfandir', 'description': 'The steppe is a realm of open skies and endless winds.  Short grasses carpet the land, bending and swaying as the gusts sweep across the plain. \n                              Herds of animals graze in the distance, their movements harmonizing with the rhythm of the land. The air is cool and invigorating, carrying with it the promise of change and adventure.', 'title': 'South Cyfandir-plain', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '3'}"
"(45, 13)","{'super area title': 'Farraige Mhor', 'description': ""Dark clouds gather overhead as the sea churns with energy. Waves rise and crash against the rugged rocks, sending salty spray into the air. A faint mist hovers above the water's surface, adding an ethereal quality to the scene. Amidst the chaos, the horizon disappears behind a veil of mist and rain, leaving you feeling small and insignificant in the face of nature's power. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(45, 14)","{'super area title': 'Farraige Mhor', 'description': ""The tempest rages with unrelenting fury, as waves surge and crash against one another, forming towering walls of water that seem to defy gravity. A faint mist hovers above the water's surface, adding an ethereal quality to the scene. The jagged bolts paint a surreal tableau of violence and beauty, \n                                  while the accompanying thunder shakes the very ground beneath your feet, a reminder of the immense forces at play. "", 'title': 'Farraige Mhor-sea', 'short description': 'This is a short description', 'continent': None, 'type': '0'}"
"(45, 15)","{'super area title': 'Kathban Albahr Desert', 'description': 'As far as the eye can see, rolling dunes stretch across the horizon like waves frozen in time. The shifting sands seem to come alive with the changing light, their textures and contours highlighted by the soft glow of twilight. \n                                  The air is cooler now, and the sand carries a subtle chill as you traverse the undulating landscape. The air is cooler now, and the sand carries a subtle chill as you traverse the undulating landscape. \n                                  Stars begin to twinkle overhead, and the desert becomes a realm of both beauty and mystery under the night sky.', 'title': 'Kathban Albahr Desert-desert', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '2'}"
"(45, 16)","{'super area title': 'Kathban Albahr Desert', 'description': 'As the sun dips below the horizon, the dunes are painted in shades of deep orange and dusky pink. Each crest and trough is sculpted by the wind, creating an undulating sea of sand that shimmers under the relentless sun. \n                                  The grains of sand are warm to the touch, and the air is heavy with the dry, earthy scent of the desert. The sky above is a brilliant blue canvas, and the sun bathes the scene in a warm, golden light that casts long shadows across the desert floor. ', 'title': 'Kathban Albahr Desert-desert', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '2'}"
"(45, 17)","{'super area title': 'Kathban Albahr Desert', 'description': 'The sand gives way to a vast, flat expanse where grains are swept into intricate patterns by the constant wind. The shifting sands seem to come alive with the changing light, their textures and contours highlighted by the soft glow of twilight. \n                                  The air is cooler now, and the sand carries a subtle chill as you traverse the undulating landscape. The sky above is a brilliant blue canvas, and the sun bathes the scene in a warm, golden light that casts long shadows across the desert floor. ', 'title': 'Kathban Albahr Desert-desert', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '2'}"
"(45, 18)","{'super area title': 'Kathban Albahr Desert', 'description': 'As the sun dips below the horizon, the dunes are painted in shades of deep orange and dusky pink. Each crest and trough is sculpted by the wind, creating an undulating sea of sand that shimmers under the relentless sun. \n                                  The grains of sand are warm to the touch, and the air is heavy with the dry, earthy scent of the desert. The solitude is both breathtaking and humbling, \n                                  a vast expanse that holds secrets buried beneath the shifting sands of the Kathban Albahr desert. ', 'title': 'Kathban Albahr Desert-desert', 'short description': 'This is a short description', 'continent': 'Cyfandir', 'type': '2'}"
